Filmkode; Dansk titel ; Original titel ; Nationalitet ; Filmens længde i minutter ; Genre ; Censurforhold ; premiere uge ; premiere år ; Antal solgte biografbilletter 
3979;TA' TIL TEXAS;TEXAS ACROSS THE RIVER;USA;102;.;Tilladt for alle;12;1967;2198
6395;LAD OS SLÅ DE GAMLE IHJEL;FOLKS;USA;109;.;Frarådet for børn under 7 år;26;1993;2196
6362;VILD FLUGT;JOSHUA TREE;USA;102;.;Over 15 år, ikke censureret;23;1993;2196
5270;VILDE HÆVNER, DEN;WILD THING;USA;92;.;Over 15 år, ikke censureret;35;1987;2196
5916;LIVET TUR RETUR;CLEAN AND SOBER;USA;88;.;Tilladt for børn over 11 år;18;1990;2196
6157;DANNY OG DEN VILDE FASANJAGT;DANNY - THE CHAMPION OF THE WORLD;STORBRITANNIEN;91;.;Over 15 år, ikke censureret;49;1991;2194
5731;SPLENDOR;SPLENDOR;ITALIEN;110;.;Tilladt for alle;22;1989;2193
7079;STJERNER UDEN HJERNER;;DANMARK;77;.;Tilladt for børn over 11 år;28;1997;2192
10892;THE LOOK OF SILENCE;THE LOOK OF SILENCE;DANMARK;99;Dokumentarfilm, voksne;Tilladt for børn over 15 år;46;2014;2190
648;FRØKEN APRIL;FRÖKEN APRIL;SVERIGE;100;.;Tilladt for alle;27;1959;2190
4531;BESTILT TIL MORD;PORTRAIT OF A HITMAN;USA;86;.;Over 15 år, ikke censureret;19;1984;2189
12447;FORFØRT (SE 5460);CELLE QUE VOUS CROYEZ;FRANKRIG;101;Spillefilm, voksne;Tilladt for børn over 15 år;33;2020;2187
4880;ÅKE OG HANS VERDEN;ÅKE OCH HANS VÆRLD;SVERIGE;99;.;Tilladt for alle;47;1985;2187
7827;RATCATCHER;RATCATCHER;STORBRITANNIEN;94;.;Tilladt for børn over 11 år;31;2001;2186
877;KRISTIANA AF MARSTAL;;DANMARK;99;.;Tilladt for alle;31;1956;2185
5599;DEN HVIDE DAME;LADY IN WHITE;USA;114;.;Tilladt for børn over 15 år;45;1988;2185
12624;NÅR DET BLIVER MORGEN;ASA GA KURU;JAPAN;140;Spillefilm, voksne;Over 15 år, ikke censureret;43;2021;2181
3528;KRABAT;CARODEJUV UCEN;TJEKKOSLOVAKIET;76;.;Frarådet for børn under 7 år;42;1980;2181
10610;DRENGEN FRA BJERGET;L'ENFANT D'EN HAUT;SCHWEIZ;97;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;4;2013;2179
11697;DENGANG I MAJ;EN MAI, FAIS CE QU'IL TE PLAIT;FRANKRIG;114;Spillefilm, voksne;Tilladt for børn over 15 år;14;2017;2178
7950;CHARLOTTE GRAY;CHARLOTTE GRAY;STORBRITANNIEN;122;.;Tilladt for børn over 11 år;19;2002;2178
1619;BALLADEN OM CARL HENNING;;DANMARK;96;.;Tilladt for alle;15;1969;2177
10207;EN KVINDE, EN PISTOL OG EN NUDELBAR;SAN QIANG PAI AN JING QI;KINA;95;Spillefilm, voksne;Tilladt for børn over 11 år;18;2011;2175
696;HALVBLODS OG DEN LOVLØSE, DEN;BILLY TWO-HATS;STORBRITANNIEN;100;.;Tilladt for børn over 15 år;18;1974;2175
1512;GØG OG GOKKE PÅ VULKANER (UD PÅ GALEJEN);SONS OF THE DESSERT;USA;65;.;Tilladt for alle;36;1934;2175
1333;SÆLG PISTOLEN OG KØB EN KISTE;C'E SARTANA,VENDI LA PISTOLA E COMPRATI LA BARA;ITALIEN;93;.;Over 15 år, ikke censureret;14;1973;2174
1950;ALLE ELSKER ROCK;NEVER TOO YOUNG TO ROCK;STORBRITANNIEN;76;.;Tilladt for alle;42;1976;2174
7606;THE LAST DAYS;THE LAST DAYS;USA;87;.;Tilladt for børn over 11 år;38;2000;2173
7755;ANTITRUST;ANTITRUST;USA;109;.;Tilladt for børn over 11 år;22;2001;2172
2616;JEG VIL, JEG VIL HER OG NU;I WILL,I WILL FOR NOW;USA;109;.;Tilladt for alle;10;1978;2170
7051;BANDIT QUEEN;BANDIT QUEEN;STORBRITANNIEN;119;.;Tilladt for børn over 15 år;26;1997;2167
12173;DOGMAN;DOGMAN;ITALIEN;103;Spillefilm, voksne;Over 15 år, ikke censureret;9;2019;2166
8426;THE GIRL NEXT DOOR;THE GIRL NEXT DOOR;USA;109;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;48;2004;2164
682;GRAV DIN GRAV VEN - SABATA KOMMER;ABRE TU FOSA AMIGO,ILEGA SABATA;SPANIEN;89;.;Over 15 år, ikke censureret;7;1973;2163
10705;REALITY;REALITY;ITALIEN;116;Spillefilm, voksne;Tilladt for alle;24;2013;2162
539;DUEL MED DØDEN;THE EXECUTIONER;STORBRITANNIEN;111;.;Over 15 år, ikke censureret;9;1971;2162
3906;"DØDSAKTION ""KRYDSER-MISSIL""";CRUISE MISSILE;USA;102;.;Tilladt for børn over 11 år;10;1982;2161
10885;WALESA - HÅBETS MAND;WALESA CZLOWIEK Z NADZIEI;POLEN;124;Spillefilm, voksne;Tilladt for børn over 11 år;24;2014;2160
1047;O LUCKY MAN;O LUCKY MAN;STORBRITANNIEN;167;.;Over 15 år, ikke censureret;46;1973;2160
2751;HÆVNEN ER SØD;THE OTHER SIDE OF MIDNIGHT;USA;167;.;Tilladt for børn over 11 år;14;1978;2154
1316;STØV SVED OG SKUD FRA HOFTEN;THE CULPEPPER CATTLE CO.;USA;92;.;Tilladt for børn over 15 år;35;1973;2153
12527;AMMONITE;AMMONITE;STORBRITANNIEN;120;Spillefilm, voksne;Tilladt for børn over 15 år;20;2021;2152
6693;AND THE BAND PLAYED ON;AND THE BAND PLAYED ON;USA;142;.;Tilladt for børn over 11 år;29;1995;2151
5260;STORE KAMP, DEN;STREETS OF GOLD;USA;93;.;Tilladt for børn over 11 år;35;1987;2149
2704;DRACULA (SE 3274, 6315);DRACULA (SE 3274);STORBRITANNIEN;98;.;Over 15 år, ikke censureret;20;1978;2147
783;INDIANERFÆLDEN;;USA;90;.;Tilladt for alle;42;1953;2146
636;FRANKENSTEIN LÆGGER HJERNEN I BLOD;FRANKENSTEIN MUST BE DESTROYED;STORBRITANNIEN;96;.;Over 15 år, ikke censureret;41;1969;2144
8459;SYLVIA;SYLVIA;STORBRITANNIEN;115;Spillefilm, voksne;Tilladt for børn over 11 år;31;2004;2144
1763;SOMMERNATTENS SMIL;SOMMERNATTENS LEENDE;SVERIGE;109;.;Tilladt for børn over 15 år;37;1956;2142
1491;ZORRO OG DE TRE MUSKETERER;ZORRO E I TRE MOSCHETTIERI;ITALIEN;100;.;Tilladt for alle;34;1965;2140
6201;VIND ELLER DØ;INTO THE SUN;USA;101;.;Tilladt for børn over 11 år;19;1992;2140
8335;HUNDESTREGER;GOOD BOY;USA;88;Spillefilm, børn/unge/familie;Tilladt for alle;12;2004;2140
10100;ØRNEJÆGERENS SØN;DIE STIMME DES ADLERS;TYSKLAND;87;Spillefilm, børn/unge/familie;Tilladt for alle;40;2010;2138
8365;MATCHSTICK MEN;MATCHSTICK MEN;USA;117;Spillefilm, voksne;Frarådet for børn under 7 år;4;2004;2136
10529;HESTEHVISKEREN BUCK;BUCK;USA;88;Dokumentarfilm, voksne;Tilladt for børn over 15 år;39;2012;2131
2711;HUSTRU OG ELSKERINDE;MOGLIAMENTE;ITALIEN;107;.;Tilladt for alle;20;1978;2130
418;BLODIGE STORANGREB, DET;I NORMANNI;ITALIEN;88;.;Tilladt for børn over 15 år;27;1965;2129
2330;REJSEN TIL JORDENS URTID;CESTA DO PRAVEKU;TJEKKOSLOVAKIET;85;.;Tilladt for alle;15;1977;2129
3077;TAVSE MAND,DEN;THE QUIET MAN;USA;130;.;Tilladt for alle;51;1952;2129
5843;TRE SØSTRE;PAURA E AMORE;TYSKLAND;113;.;Frarådet for børn under 7 år;49;1989;2126
1492;ZORROS SØN 1.OG 2.DEL;SON OF ZORRO;USA;147;.;Tilladt for alle;9;1955;2126
11701;AQUARIUS;AQUARIUS;BRASILIEN;142;Spillefilm, voksne;Tilladt for børn over 15 år;15;2017;2125
5500;HJÆLP VI FLYGTER;LES FUGITIFS;FRANKRIG;90;.;Frarådet for børn under 7 år;29;1987;2123
8737;1900 1;1900 1;ITALIEN;162;Spillefilm, voksne;Over 15 år, ikke censureret;33;1976;2123
2979;PAS PÅ, VOVSEN VÆLTER BYEN;SRECA NA VRVICI;JUGOSLAVIEN;94;.;Tilladt for alle;6;1979;2122
5222;SMÅ MIRAKLER;HEAVENLY PURSUITS;STORBRITANNIEN;91;.;Tilladt for alle;23;1987;2122
4325;KÆMPEROTTERNE ANGRIBER;NIGHT EYES;SYD&MELLEMAM UOPLYST;87;.;Over 15 år, ikke censureret;32;1983;2121
4690;ICEMAN;ICEMAN;USA;101;.;Frarådet for børn under 7 år;46;1984;2117
8455;CONNIE & CARLA;CONNIE AND CARLA;USA;98;Spillefilm, voksne;Frarådet for børn under 7 år;33;2004;2117
6862;AKKOMPAGNATRICEN;L'ACCOMPAGNATRICE;FRANKRIG;110;.;Over 15 år, ikke censureret;16;1995;2115
10059;HOWL;HOWL;USA;90;Spillefilm, voksne;Tilladt for børn over 15 år;47;2010;2115
12267;PIAZZOLA - THE YEARS OF THE SHARK;PIAZZOLLA - LOS ANOS DEL TIBURÓN;FRANKRIG;90;Dokumentarfilm, voksne;Over 15 år, ikke censureret;27;2019;2114
1388;TO TVIVLSOMME PATRIOTER;YOU CAN'T WIN'EM ALL;STORBRITANNIEN;100;.;Tilladt for børn over 15 år;50;1970;2114
7915;HUMAN NATURE;HUMAN NATURE;USA;98;.;Frarådet for børn under 7 år;12;2002;2110
3451;KONG SALOMONS SKATTE;KING SOLOMON'S TREASURE;SYD&MELLEMAM UOPLYST;89;.;Over 15 år, ikke censureret;31;1980;2108
1126;POLITIETS HÅRDE KERNE;THE SEVEN-UPS;USA;94;.;Over 15 år, ikke censureret;41;1974;2108
1237;SKARPRETTEREN FRA VENEDIG;IL BOIA DI VENEZIA;ITALIEN;93;.;Tilladt for børn over 11 år;48;1964;2105
886;KÆRE FAMILIE, DEN;;DANMARK;115;.;Tilladt for alle;31;1962;2104
2045;FIRE FJER, DE;THE FOUR FEATHERS;STORBRITANNIEN;114;.;Tilladt for alle;42;1939;2103
6035;MIN DRØMMEFYR;DON'T TELL HER IT'S ME;USA;102;.;Frarådet for børn under 7 år;4;1991;2102
6823;FUNNY BONES;FUNNY BONES;USA;129;.;Tilladt for børn over 11 år;18;1996;2101
10783;PERFECT MOTHERS;ADORE;AUSTRALIEN;100;Spillefilm, voksne;Tilladt for børn over 11 år;41;2013;2100
4080;EMANUELLE'S EROTISKE HEMMELIGHED;BLACK COBRA;ITALIEN;97;.;Over 15 år, ikke censureret;36;1982;2100
4819;TINGENES TILSTAND;DER STAND DER DINGE;TYSKLAND;116;.;Over 15 år, ikke censureret;32;1985;2100
10205;NAUSICAÄ - FRA VINDENES DAL;KAZE NO TANI NO NAUSHIKA;JAPAN;116;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;25;2011;2099
11856;RODIN;RODIN;FRANKRIG;119;Spillefilm, voksne;Frarådet for børn under 7 år;46;2017;2097
3324;VINGER I NATTEN;NIGHTWING;USA;106;.;Over 15 år, ikke censureret;5;1980;2097
5594;SIDSTE UDVEJ;MILES FROM HOME;USA;108;.;Tilladt for børn over 11 år;52;1988;2097
7744;HEMMELIGHEDEN (SE 2961);LE SECRET;FRANKRIG;107;.;Tilladt for børn over 11 år;26;2001;2096
5059;QUERUAK;VENDETTA DAL FUTURO;USA;95;.;Over 15 år, ikke censureret;31;1986;2094
4389;SKA' DET VÆRE OS;BABY, IT'S YOU;USA;105;.;Frarådet for børn under 7 år;48;1983;2094
4977;EROTISKE LEG, DEN;UN EPUSE A TOUT FAIRE (OBS);FRANKRIG;86;.;Over 15 år, ikke censureret;5;1986;2091
1878;FLUGTEN TIL BURMA;ESCAPE TO BURMA;USA;87;.;Tilladt for alle;39;1957;2091
7969;JEEPERS CREEPERS;JEEPERS CREEPERS;USA;90;.;Tilladt for børn over 15 år;18;2002;2090
2506;NAT OVER CHILE;NOC NAD CILI;RUSLAND;90;.;Over 15 år, ikke censureret;52;1977;2087
5454;FARLIG VIDEN (SE 6876);NOWHERE TO HIDE;CANADA;90;.;Over 15 år, ikke censureret;15;1988;2086
9874;SOLISTEN;THE SOLOIST;FRANKRIG;116;Spillefilm, voksne;Tilladt for børn over 11 år;42;2009;2086
12570;KAMMERATER!;DOROGIE TOVARISHCHI;RUSLAND;121;Spillefilm, voksne;Tilladt for børn over 15 år;28;2021;2086
2691;TRE FRA MISSISIPPI, DE;THE REIVERS;USA;112;.;Tilladt for børn over 11 år;7;1970;2084
1029;MORDEREN VIL IKKE FORSTYRRES (SE 4055);L'EMMERDEUR;ITALIEN;85;.;Tilladt for børn over 11 år;10;1974;2083
12492;GUD EKSISTERER, HENDES NAVN ER PETRUNYA;GOSPOD POSTOI, IMETO I' E PETRUNIJA;MAKEDONIEN;100;Spillefilm, voksne;Frarådet for børn under 7 år;46;2020;2083
11836;LADY MACBETH;LADY MACBETH;STORBRITANNIEN;88;Spillefilm, voksne;Tilladt for børn over 15 år;43;2017;2083
1215;SHERIFFENS SKRÆK;SKIN GAME;USA;102;.;Tilladt for børn over 11 år;35;1972;2083
3339;HOPALONG CASSIDY FANGER BANDITTERNE=PRÆRIENS KONG;BAR 20;USA;55;.;Tilladt for alle;99;9999;2082
4645;DINER;DINER;USA;110;.;Tilladt for alle;39;1984;2082
9613;THE FORBIDDEN KINGDOM;THE FORBIDDEN KINGDOM;USA;104;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;32;2008;2079
4504;IKKE ET ONDT ORD OM HARRY;HARRY & SON;USA;117;.;Tilladt for alle;52;1984;2078
6954;THE RENDEZ-VOUS DE PARIS;LES RENDEZ-VOUS DE PARIS;FRANKRIG;100;.;Over 15 år, ikke censureret;52;1996;2077
2415;TABT USKYLD I VENEDIG, EN;INFANZIA VOCAZIONE E PRIME ESPERIENZE DE GIACOMO;ITALIEN;123;.;Tilladt for børn over 11 år;36;1977;2077
7142;THAT OLD FEELING;THAT OLD FEELING;USA;106;.;Frarådet for børn under 7 år;48;1997;2077
435;BOSTON KVÆLEREN;THE BOSTON STRANGLER;USA;117;.;Tilladt for børn over 15 år;51;1968;2077
4761;BRAND I DEJLIGE PIGER;FIREWORK;EUROPA UOPLYST;75;.;Over 15 år, ikke censureret;20;1985;2072
7786;VENTELISTEN;LISTA DE ESPERA;CUBA;107;.;Over 15 år, ikke censureret;22;2001;2071
1675;HANS ONSDAGSVENINDE;;DANMARK;103;.;Tilladt for alle;17;1943;2069
12352;GUD VÆRE LOVET;GRÂCE À DIEU;FRANKRIG;137;Spillefilm, voksne;Over 15 år, ikke censureret;48;2019;2069
1773;TA' HVAD DU VIL HAVE;;DANMARK;105;.;Tilladt for børn over 15 år;36;1947;2068
7689;MELLEM LIV OG DØD;WANDAFURU RAIFU;JAPAN;110;.;Over 15 år, ikke censureret;47;2000;2068
555;DØDSKØREREN FRA LE MANS;LE MANS,SCORCIATOIA PER L'INFERNO;ITALIEN;95;.;Tilladt for alle;36;1971;2066
6111;TOTAL DESTRUCTION;EVE OF DESTRUCTION;USA;106;.;Over 15 år, ikke censureret;32;1991;2066
7963;LIVVAGTERNE;LIVVAKTERNA;SVERIGE;113;.;Tilladt for børn over 15 år;29;2002;2065
3470;SIDSTE GIFTE PAR I AMERIKA;THE LAST MARRIED COUPLE IN AMERICA;USA;103;.;Tilladt for alle;32;1980;2063
5607;LILLE DORRIT 2. DEL;LITTLE DORRIT PART 2;STORBRITANNIEN;183;.;Tilladt for alle;50;1988;2062
10043;MADEMOISELLE CHAMBON;MADEMOISELLE CHAMBON;FRANKRIG;101;Spillefilm, voksne;Tilladt for børn over 15 år;35;2010;2060
12867;VERDENS BEDSTE FØDSELSDAG;BEST BIRTHDAY EVER;TYSKLAND;74;Spillefilm, børn/unge/familie;Tilladt for alle;48;2022;2059
9703;JOHNNY MAD DOG;JOHNNY MAD DOG;FRANKRIG;97;Spillefilm, børn/unge/familie;Tilladt for børn over 15 år;13;2009;2058
3438;NATTELEGE;NIGHT GAMES;USA;107;.;Tilladt for børn over 15 år;30;1980;2058
1739;REVOLVER;REVOLVER;ITALIEN;108;.;Over 15 år, ikke censureret;20;1974;2053
12310;TRE SEKUNDER;THE INFORMER;USA;114;Spillefilm, voksne;Tilladt for børn over 15 år;39;2019;2053
8101;BELLE EPOQUE;BELLE EPOQUE;SPANIEN;109;.;Over 15 år, ikke censureret;50;2002;2052
9002;SØREN SPÆTTE III;;USA;366;.;Tilladt for alle;99;9999;2052
4456;DR.DETROIT;DOCTOR DETROIT;USA;91;.;Frarådet for børn under 7 år;4;1984;2051
8669;VANITY FAIR;VANITY FAIR;USA;142;Spillefilm, voksne;Frarådet for børn under 7 år;20;2005;2051
2362;DØENDE SØ, DEN;THE BATTLE OF BILLY'S POND;STORBRITANNIEN;57;.;Tilladt for alle;38;1977;2050
1778;THE GREATEST STORY EVER TOLD;THE GREATEST STORY EVER TOLD;USA;193;.;Tilladt for alle;44;1965;2050
9609;KUNSTEN AT TÆNKE NEGATIVT;KUNSTEN Å TENKE NEGATIVT;NORGE;79;Spillefilm, voksne;Over 15 år, ikke censureret;33;2008;2049
10924;SUME - LYDEN AF EN REVOLUTION;SUME - MUMISITSINERUP NIPAA;GRØNLAND;73;Dokumentarfilm, voksne;Over 15 år, ikke censureret;42;2014;2046
421;BLODRØDE BRYLLUP, DET;LES NOCHES ROUGES;FRANKRIG;90;.;Over 15 år, ikke censureret;30;1973;2045
4625;NAPOLEON;NAPOLEON;FRANKRIG;225;.;Tilladt for alle;9;1928;2045
11641;MIT LIV SOM SQUASH;MA VIE DE COURGETTE;SCHWEIZ;66;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;6;2017;2044
3538;TROLDMANDEN;THE MAGICIAN OF LUBLIN;UDLANDET;116;.;Over 15 år, ikke censureret;43;1980;2043
7758;THE LEGEND OF BAGGER VANCE;THE LEGEND OF BAGGER VANCE;USA;127;.;Frarådet for børn under 7 år;16;2001;2042
5581;HOME OF THE BRAVE;HOME OF THE BRAVE;USA;90;.;Over 15 år, ikke censureret;40;1988;2042
769;HÅNDKANTDRÆBERNE;THE KARATE KILLERS;USA;93;.;Tilladt for børn over 15 år;22;1968;2041
3893;SUPERAGENTEN SLÅR CONTRA;NEW YORK CHIAMA SUPERDRAGO;ITALIEN;104;.;Over 15 år, ikke censureret;8;1982;2040
533;DRÆBERHVALEN NAMU;NAMU,THE KILLER WHALE;USA;89;.;Tilladt for alle;21;1968;2039
5121;PIGER PÅ KRIGSSTIEN;DELTA PI;USA;88;.;Tilladt for alle;42;1986;2038
3252;VINDEREN;WINNING;USA;123;.;Tilladt for alle;34;1969;2037
7691;AT LEVE (SE 6603);IKIRU;JAPAN;144;.;Over 15 år, ikke censureret;41;2000;2035
668;GENERALEN : KRIG OG KÆRLIGHED (BUSTER KEATON);THE GENERAL;USA;77;Spillefilm, voksne;Tilladt for alle;11;1927;2034
12915;RIMINI;RIMINI;ØSTRIG;114;Spillefilm, voksne;Tilladt for børn over 15 år;47;2022;2034
11327;LYSETS NOSTALGI;NOSTALGIA DE LA LUZ;CHILE;90;Dokumentarfilm, voksne;Tilladt for børn over 15 år;50;2015;2033
7513;DE ELSKENDE VED POLARCIRKLEN;LOS AMANTES DEL CIRCULO POLAR;SPANIEN;114;.;Tilladt for børn over 11 år;8;2000;2032
11037;CHINESE PUZZLE;CASSE-TÊTE CHINOIS;FRANKRIG;117;Spillefilm, voksne;Frarådet for børn under 7 år;30;2014;2028
4331;BLODIG VOLDTÆGT;LO SQUARTATORE DI NEW YORK;ITALIEN;92;.;Over 15 år, ikke censureret;35;1983;2028
5023;BROEN, DER KVAJEDE SIG;VOLUNTEERS;USA;107;.;Frarådet for børn under 7 år;27;1986;2028
10921;SANGE FRA SKOVEN;SONG FROM THE FOREST;TYSKLAND;98;Dokumentarfilm, voksne;Over 15 år, ikke censureret;18;2014;2026
6442;DEN NAT VI ALDRIG MØDTES;THE NIGHT WE NEVER MET;USA;99;.;Frarådet for børn under 7 år;48;1993;2026
840;KARATEBEDSTEMOR MED SLAV I;QUEEN OF FIST;ASIEN UOPLYST;90;.;Over 15 år, ikke censureret;10;1974;2023
11193;RED ARMY;RED ARMY;USA;76;Dokumentarfilm, voksne;Over 15 år, ikke censureret;17;2015;2023
765;HØJ REJSNING;HIGH RISE;USA;63;.;Over 15 år, ikke censureret;29;1973;2021
2936;TRASH (UDSKUD);TRASH;USA;103;.;Over 15 år, ikke censureret;18;1972;2021
9724;UNDERWORLD: RISE OF THE LYCANS;UNDERWORLD: RISE OF THE LYCANS;USA;92;Spillefilm, voksne;Tilladt for børn over 15 år;17;2009;2021
1964;DUEL PÅ LIV OG DØD;METRALLETA STEIN;SPANIEN;99;.;Over 15 år, ikke censureret;41;1976;2019
7268;PAULIE;PAULIE;USA;91;.;Frarådet for børn under 7 år;31;1998;2019
1694;KLUTE;KLUTE;USA;115;.;Tilladt for børn over 15 år;45;1971;2018
12844;BROS;BROS;USA;116;Spillefilm, voksne;Tilladt for børn over 11 år;40;2022;2018
11058;TRASH;TRASH;STORBRITANNIEN;114;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;49;2014;2016
10304;COWBOY, INDIANER OG HEST - THE MOVIE;PANIQUE AU VILLAGE;BELGIEN;75;Spillefilm, børn/unge/familie;Over 15 år, ikke censureret;26;2011;2015
6892;HJEMME ER BEDST;HOME FOR THE HOLIDAYS;USA;104;.;Frarådet for børn under 7 år;31;1996;2015
4152;BEST BOY;BEST BOY;USA;104;.;Tilladt for alle;46;1982;2015
5517;ERENDIRA;ERENDIRA;MEXICO;100;.;Over 15 år, ikke censureret;24;1986;2014
9001;SØREN SPÆTTE II;;USA;366;.;Tilladt for alle;99;9999;2014
12124;CHRISTIAN IV - DEN SIDSTE REJSE;;DANMARK;90;Spillefilm, voksne;Tilladt for børn over 11 år;50;2018;2013
12377;BJØRNENE FRA SICILIEN;LA FAMEUSE INVATION DES OURS EN SICILE;FRANKRIG;82;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;2;2020;2013
1141;PURUNG SEX;BLUTJUNGE VERFÜHRERINNEN;SCHWEIZ;79;.;Over 15 år, ikke censureret;35;1972;2012
7189;HURRICANE STREET - GADEN UDEN NÅDE;HURRICANE STREETS;USA;89;.;Tilladt for børn over 11 år;20;1998;2010
8942;THE JOURNALS OF KNUD RASMUSSEN;THE JOURNALS OF KNUD RASMUSSEN;CANADA;114;Spillefilm, voksne;Tilladt for alle;45;2006;2008
2819;SÅ GODE VENNER VAR VI VIST;C'ERAVAMO TANTO AMATI;ITALIEN;124;.;Tilladt for alle;35;1978;2007
12790;CHIARAS VALG;A CHIARA;ITALIEN;121;Spillefilm, voksne;Tilladt for børn over 11 år;36;2022;2005
8504;MIN MORFARS MORDER - EN FILM OM TILGIVELSE;;DANMARK;61;Dokumentarfilm, voksne;Frarådet for børn under 7 år;47;2004;2004
12498;I AM GRETA;GRETA (2020);SVERIGE;97;Spillefilm, voksne;Frarådet for børn under 7 år;48;2020;2004
8709;I HEART HUCKABEES;I HEART HUCKABEES;USA;107;Spillefilm, voksne;Frarådet for børn under 7 år;29;2005;2004
12761;HÆNDELSEN;L' ÉVÉNEMENT;FRANKRIG;100;Spillefilm, voksne;Tilladt for børn over 15 år;21;2022;2001
5478;DEN PERFEKTE DRÆBER;RETALIATOR;USA;92;.;Over 15 år, ikke censureret;21;1988;1999
350;ADLYD ELLER DØ;GOTT MIT UNS;ITALIEN;110;.;Over 15 år, ikke censureret;41;1972;1998
192;BABY KILLER;IT'S ALIVE;USA;90;.;Over 15 år, ikke censureret;48;1975;1998
2612;HVEM ER BANGE FOR DEN SORTE MAND;;EUROPA UOPLYST;75;.;Over 15 år, ikke censureret;8;1978;1997
7679;GOSSIP;GOSSIP;USA;91;.;Tilladt for børn over 11 år;43;2000;1997
8905;CROSSING THE BRIDGE THE SOUND OF ISTANBUL;CROSSING THE BRIDGE: THE SOUND OF ISTANBUL;TYSKLAND;91;Spillefilm, voksne;Tilladt for alle;23;2006;1996
5281;KÆRLIGHED I KUGLEREGN;THE BIG EASY;USA;103;.;Over 15 år, ikke censureret;34;1987;1996
7550;MRS. DALLOWAY;MRS. DALLOWAY;STORBRITANNIEN;97;.;Frarådet for børn under 7 år;15;2000;1995
4426;KVAJPANDERNE;HYSTERICAL;USA;87;.;Tilladt for børn over 11 år;11;1984;1995
4845;MARLENE;MARLENE;TYSKLAND;95;.;Tilladt for alle;29;1985;1994
12418;SAMSAM;SAMSAM;FRANKRIG;77;Spillefilm, børn/unge/familie;Tilladt for alle;24;2020;1993
5804;GODT OP AT KØRE;HOMER AND EDDIE;USA;100;.;Tilladt for børn over 11 år;47;1989;1993
11554;LIFE, ANIMATED;LIFE, ANIMATED;FRANKRIG;92;Dokumentarfilm, voksne;Frarådet for børn under 7 år;42;2016;1987
10873;THE SELFISH GIANT;THE SELFISH GIANT;STORBRITANNIEN;91;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;17;2014;1987
10750;METEORA;METÉORA;TYSKLAND;82;Spillefilm, voksne;Over 15 år, ikke censureret;34;2013;1985
10185;CARMEN 3D;CARMEN 3D;STORBRITANNIEN;150;Spillefilm, voksne;Frarådet for børn under 7 år;10;2011;1984
7559;MUPPETS FRA RUMMET - DEN STORE MUPPET REJSE;MUPPET FROM SPACE;USA;88;.;Tilladt for alle;24;2000;1983
2067;LÅN MIG DIN KONE;;DANMARK;96;.;Tilladt for alle;44;1957;1981
237;PIGEN PÅ KOSTESKAFTET;DIVKA NA KOSTETI;EUROPA UOPLYST;366;.;Over 15 år, ikke censureret;47;1975;1975
1199;SEXDYR I TEXAS, ET;HOT SPUR;USA;81;.;Over 15 år, ikke censureret;49;1969;1972
3468;JAGET AF INTERPOL;ASSAULT ON AGATHON;USA;366;.;Over 15 år, ikke censureret;30;1980;1971
5556;HAIL,HAIL,ROCK'N ROLL;CHUCK BERRY HAIL,HAIL,ROCK'N ROLL;USA;121;.;Tilladt for alle;29;1988;1971
9555;SPEED RACER;SPEED RACER;USA;137;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;25;2008;1971
7746;GOYA I BORDEAUX;GOYA EN BURDEOS;SPANIEN;110;.;Frarådet for børn under 7 år;21;2001;1970
2427;DER VAR ENGANG EN VICEVÆRT;;DANMARK;104;.;Tilladt for alle;52;1937;1967
7788;THE ESCORT;MAUVAISE PASSE;FRANKRIG;104;.;Over 15 år, ikke censureret;17;2001;1966
11706;ELSK MIG;MAL DE PIERRES;FRANKRIG;120;Spillefilm, voksne;Tilladt for børn over 11 år;17;2017;1964
10549;CÆSAR SKAL DØ;CESARE DEVE MORIRE;ITALIEN;76;Spillefilm, voksne;Over 15 år, ikke censureret;50;2012;1962
8145;THE RULES OF ATTRACTION;THE RULES OF ATTRACTION;USA;111;.;Tilladt for børn over 15 år;9;2003;1961
1712;MODEREN OG LUDEREN;LE MAMAN ET LA PUTAIN;FRANKRIG;210;.;Over 15 år, ikke censureret;45;1974;1960
1384;TITO'S PARTISANER;OPERATION CROSS EAGLES/UNAKRSNA VATRA;USA;96;.;Over 15 år, ikke censureret;12;1971;1959
12813;Notre Dame i flammer;NOTRE-DAME BRÛLE;FRANKRIG;110;Spillefilm, voksne;Tilladt for børn over 11 år;35;2022;1958
7317;HAPPY TOGETHER;CHEUN GWONG TSA SIT;HONGKONG;95;.;Over 15 år, ikke censureret;46;1998;1957
4908;ALAMO BAY;ALAMO BAY;USA;99;.;Tilladt for børn over 11 år;47;1985;1955
